new,host,ttl,a,cname,soa,status_code,ns,txt,cdn,cdn-name,aaaa,has_internal_ips,internal_ips,mx,caa
[x],account.mongodb.com,30,"34.227.4.145, 54.81.24.155, 54.145.94.221, 3.210.32.164",us-east-1.lb-b.r53.aws.cloud.mongodb.com,"{'name': 'r53.aws.cloud.mongodb.com', 'ns': 'ns-695.awsdns-22.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'r53.aws.cloud.mongodb.com', 'ns': 'ns-695.awsdns-22.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'r53.aws.cloud.mongodb.com', 'ns': 'ns-695.awsdns-22.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"KlgPXiZTsJo_6JHvsWeiTNjLWHynvHJkVMEWZ-ACwDw, OpJz4J7on1t-WZP42W14PCP9PEotBkWgFdNEpbx4ID0, ROkoIFLUqp7SPOTSBLmaU5Fnwgz-zQHHuD6P5wNz3R0, RkWV0-S5RjIsXiZId1TXKUELZNWHXzFQU9qX-Bu0CVE, RwxAERAAuXnyxcoMSz8j8CWB7CsJMuBaIB1ifdSdh2Y, SHk_8IyeCo_64Kf3iblU91h63G43jbteJeIrKUkBr2w, Sn5d7El-f5lVktfZkVeA39cQQAddjlEjKLMEthMknRw, V9peg8Dqajrkw0n_5o4nIAV2byVgmCD4B31N8ZDY5J0, VE3FwNa7_n30bQewSMGcJP3K9QFViw9ABPbliA2jP14, VO1nEn5xDT04VI7GGurkZko-1e8AtGRad8qjrX3Vj_E, Yy1dDmMy5QZejhRZPX8U8MryH0hG7870gvkqTBPwzUU, _iQUg27XTt22y5HLcJGtKnQK7VenbDfjswtqhKJYnQw, _mnxEPjhwFHVYz1J0aGEcNTex4n1mBjlN1N5XvKQbqo, bpqWUiym6DFK4FROnHCBGWBxVYtYG845Ut8_n20aMb0, f1kmHWtEO0L3vB3k9Kfcgl_uMOaiMEIWRH-v7T1FjZ4, huqTbTyDfdSfxh6_FSabxDX_UHcppiweyQU8CX6m9Ko, idnD3tYuYu-aPIub5dmYDKScO-Ad60cscUnIpvDr6ck, jClO-yCC93PiBFyTC7mGZlNPaJvM9a9Dby9blB0S0Fc, jb4QO1VddkP1ESTycUKqxFbYrNFgYeYWKoWwyIvZOUE, krrjV7-gEQBj1dVouLjzuJHBecXDRiYyYwPDkgYzzD4, lt2YRsHDRrICQrtTAyBW-qYuFnq6HjFNzcVmJiW9gic, pfjtpN6bXbizybhcxrAIzEydcCbZUWHBDu1onRoBZSs, q5VTJ12wR4rMR-R91mC4hz06knMpLaWevO4ogpzVpzk, rJBdSWlaOLhWIPOMSFQHMtMMdeu5BIGNayraI1aMibY, sHLjw16nwA13hbrqScxcdibw9hSitX1bqsWMFAIvR20, stB5edCKtyLKhXfEOMq_0NVZHSM3bUpMOEicHXP13Fk, t8nYlRvhyC69DtfCUXjC6f1P-Mi_9azOre18dxDzgxA, tB71kcUVJnffEQfs86-TZoBmdBlkAQ2MsbHea5MFDq8, vueA_Z72UpWecygPJy9S2lqBCp8ZEDmZ00OLxLagS-E, xIKh2FajQZxkUTa5zYXJshmv7XRpElBUChHyVCVxsJA, y2U1lGGwcgI2NO8kgQgpWKbnnbxOnlTBRaLZN2N2HNY, zBRWBl3GJQnjactxRnMsTkOZJ90rEb8QP1hMJNkG7x0, zVqI7IOGR97Vhn5emIC8tIjnmO0opxJygJX68EcDiXc, -zVqRD3_lMs1YXeoGUUIiPEmYDQHNbVSZM0LCI8WgAk, 2CANJB65ft6ptYGUbEsrV3d07Pw52qktPESWFWJgroI, 2FA3IqaQ7S84CZ3x1b51bABnGMQAT9o0zUzP_Uni1_E, 2ZnApFuloKna_35gJ69A7_NwfxXK4g3-_roB9c14mzY, 3kS5DI-b9_cwPCNTYJAEhQKvE-U13M3n8rJmqg3VqI8, 4ZJny1FXytOpq8kf27L3odExJkFnbnBhtwafU9jSUkE, 4nhjc9kDFzRVlYzsYuHiPbg9dNb9yoiqPHwOd64ufoI, 6BuFnsVJ_qFS_lZNcdJIKNTdHDH1hN2amnr4WiATAlw, 7OJFHM2OmZc5-muN9LM_asJm_o57DOTL_B9l_Rt-FfA, 8Wic__F92pHAOLC-LDFG12HTrVHFfY0nueG2xf-PGeY, BEGNfckV-DfXFx7l4A51FI3nN5-BwGhC4fsRMLV9XF0, Bu3X6tBSfyClGrrLqKqn1Nxo1i7TJc3kH5Z14crcrYY, DHQNWmsr-lwnedRyt85t2j3MzEwlVPYlY22FdQgCStE, I-T9mqm_dZU0XmlQTZg8jzIGxpjyjKUoC55N0C9d5ZM, KYFb7XBh5ybjICdZup41L3qGCwMtAIVcAZhHzhzPHro",,,,,,,
[x],accounts-monitor.corp.mongodb.com,3600,"52.206.222.245, 52.21.89.200, 54.175.147.155",glb.mongodb.com,"{'name': 'mongodb.com', 'ns': 'ns-868.awsdns-44.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mongodb.com', 'ns': 'ns-868.awsdns-44.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mongodb.com', 'ns': 'ns-cloud-e1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'mongodb.com', 'ns': 'ns-868.awsdns-44.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mongodb.com', 'ns': 'ns-868.awsdns-44.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mongodb.com', 'ns': 'ns-868.awsdns-44.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
[x],accounts.corp.mongodb.com,3600,"54.175.147.155, 52.21.89.200, 52.206.222.245",glb.mongodb.com,"{'name': 'mongodb.com', 'ns': 'ns-868.awsdns-44.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
[x],accounts.mongodb.com,3600,"52.206.222.245, 52.21.89.200, 54.175.147.155",glb.mongodb.com,"{'name': 'mongodb.com', 'ns': 'ns-868.awsdns-44.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mongodb.com', 'ns': 'ns-868.awsdns-44.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mongodb.com', 'ns': 'ns-868.awsdns-44.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mongodb.com', 'ns': 'ns-868.awsdns-44.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mongodb.com', 'ns': 'ns-868.awsdns-44.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
[x],adm.prod.corp.mongodb.com,35,"54.205.218.133, 52.7.120.122, 52.72.143.161, 54.167.164.99, 35.153.223.135",,"{'name': 'prod.corp.mongodb.com', 'ns': 'ns-460.awsdns-57.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.corp.mongodb.com', 'ns': 'ns-460.awsdns-57.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.corp.mongodb.com', 'ns': 'ns-460.awsdns-57.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.corp.mongodb.com', 'ns': 'ns-460.awsdns-57.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
[x],adm.staging.corp.mongodb.com,50,"54.156.24.120, 54.175.185.94, 54.209.129.134",,"{'name': 'staging.corp.mongodb.com', 'ns': 'ns-397.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'staging.corp.mongodb.com', 'ns': 'ns-397.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'staging.corp.mongodb.com', 'ns': 'ns-397.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'staging.corp.mongodb.com', 'ns': 'ns-397.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'staging.corp.mongodb.com', 'ns': 'ns-397.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'staging.corp.mongodb.com', 'ns': 'ns-397.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",,,,,,,
[x],aix.prod.corp.mongodb.com,60,"54.167.164.99, 52.72.143.161, 54.205.218.133, 52.7.120.122, 35.153.223.135",,"{'name': 'prod.corp.mongodb.com', 'ns': 'ns-460.awsdns-57.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.corp.mongodb.com', 'ns': 'ns-460.awsdns-57.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.corp.mongodb.com', 'ns': 'ns-460.awsdns-57.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.corp.mongodb.com', 'ns': 'ns-460.awsdns-57.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1315.awsdns-36.org, ns-1610.awsdns-09.co.uk, ns-460.awsdns-57.com, ns-898.awsdns-48.net","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",,,,,,,
[x],aix.staging.corp.mongodb.com,900,,,"{'name': 'staging.corp.mongodb.com', 'ns': 'ns-397.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'staging.corp.mongodb.com', 'ns': 'ns-397.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'staging.corp.mongodb.com', 'ns': 'ns-397.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'staging.corp.mongodb.com', 'ns': 'ns-397.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'staging.corp.mongodb.com', 'ns': 'ns-397.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",,,,,,,
[x],alation-staging.corp.mongodb.com,3202,,alb-alation-staging-1316207222.us-east-1.elb.amazonaws.com,"{'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,,,
[x],alation.corp.mongodb.com,3600,,alb-alation-prod-1622996178.us-east-1.elb.amazonaws.com,"{'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,,,
[x],alertmanager-dev.corp.mongodb.com,3600,"52.48.110.136, 54.220.131.254","global.lb-b-dev.r53.aws.cloud-dev.mongodb.com, eu-west-1.lb-b-dev.r53.aws.cloud-dev.mongodb.com, us-east-1.lb-b-dev.r53.aws.cloud-dev.mongodb.com","{'name': 'r53.aws.cloud-dev.mongodb.com', 'ns': 'ns-136.awsdns-17.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'r53.aws.cloud-dev.mongodb.com', 'ns': 'ns-136.awsdns-17.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'r53.aws.cloud-dev.mongodb.com', 'ns': 'ns-136.awsdns-17.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'r53.aws.cloud-dev.mongodb.com', 'ns': 'ns-136.awsdns-17.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1047.awsdns-02.org, ns-1636.awsdns-12.co.uk, ns-276.awsdns-34.com, ns-868.awsdns-44.net",,,,,,,,
[x],alertmanager-healthcheck.corp.mongodb.com,60,"54.167.164.99, 52.7.120.122, 35.153.223.135, 54.205.218.133, 52.72.143.161",lb-p.prod.corp.mongodb.com,"{'name': 'prod.corp.mongodb.com', 'ns': 'ns-460.awsdns-57.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.corp.mongodb.com', 'ns': 'ns-460.awsdns-57.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.corp.mongodb.com', 'ns': 'ns-460.awsdns-57.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.corp.mongodb.com', 'ns': 'ns-460.awsdns-57.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",,,,,,,
[x],alertmanager-meta.corp.mongodb.com,300,"34.227.4.145, 3.210.32.164, 54.145.94.221, 54.81.24.155",us-east-1.lb-b.r53.aws.cloud.mongodb.com,"{'name': 'r53.aws.cloud.mongodb.com', 'ns': 'ns-695.awsdns-22.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'r53.aws.cloud.mongodb.com', 'ns': 'ns-695.awsdns-22.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'r53.aws.cloud.mongodb.com', 'ns': 'ns-695.awsdns-22.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"-zVqRD3_lMs1YXeoGUUIiPEmYDQHNbVSZM0LCI8WgAk, 2CANJB65ft6ptYGUbEsrV3d07Pw52qktPESWFWJgroI, 2FA3IqaQ7S84CZ3x1b51bABnGMQAT9o0zUzP_Uni1_E, 2ZnApFuloKna_35gJ69A7_NwfxXK4g3-_roB9c14mzY, 3kS5DI-b9_cwPCNTYJAEhQKvE-U13M3n8rJmqg3VqI8, 4ZJny1FXytOpq8kf27L3odExJkFnbnBhtwafU9jSUkE, 4nhjc9kDFzRVlYzsYuHiPbg9dNb9yoiqPHwOd64ufoI, 6BuFnsVJ_qFS_lZNcdJIKNTdHDH1hN2amnr4WiATAlw, 7OJFHM2OmZc5-muN9LM_asJm_o57DOTL_B9l_Rt-FfA, 8Wic__F92pHAOLC-LDFG12HTrVHFfY0nueG2xf-PGeY, BEGNfckV-DfXFx7l4A51FI3nN5-BwGhC4fsRMLV9XF0, Bu3X6tBSfyClGrrLqKqn1Nxo1i7TJc3kH5Z14crcrYY, DHQNWmsr-lwnedRyt85t2j3MzEwlVPYlY22FdQgCStE, I-T9mqm_dZU0XmlQTZg8jzIGxpjyjKUoC55N0C9d5ZM, KYFb7XBh5ybjICdZup41L3qGCwMtAIVcAZhHzhzPHro, KlgPXiZTsJo_6JHvsWeiTNjLWHynvHJkVMEWZ-ACwDw, OpJz4J7on1t-WZP42W14PCP9PEotBkWgFdNEpbx4ID0, ROkoIFLUqp7SPOTSBLmaU5Fnwgz-zQHHuD6P5wNz3R0, RkWV0-S5RjIsXiZId1TXKUELZNWHXzFQU9qX-Bu0CVE, RwxAERAAuXnyxcoMSz8j8CWB7CsJMuBaIB1ifdSdh2Y, SHk_8IyeCo_64Kf3iblU91h63G43jbteJeIrKUkBr2w, Sn5d7El-f5lVktfZkVeA39cQQAddjlEjKLMEthMknRw, V9peg8Dqajrkw0n_5o4nIAV2byVgmCD4B31N8ZDY5J0, VE3FwNa7_n30bQewSMGcJP3K9QFViw9ABPbliA2jP14, VO1nEn5xDT04VI7GGurkZko-1e8AtGRad8qjrX3Vj_E, Yy1dDmMy5QZejhRZPX8U8MryH0hG7870gvkqTBPwzUU, _iQUg27XTt22y5HLcJGtKnQK7VenbDfjswtqhKJYnQw, _mnxEPjhwFHVYz1J0aGEcNTex4n1mBjlN1N5XvKQbqo, bpqWUiym6DFK4FROnHCBGWBxVYtYG845Ut8_n20aMb0, f1kmHWtEO0L3vB3k9Kfcgl_uMOaiMEIWRH-v7T1FjZ4, huqTbTyDfdSfxh6_FSabxDX_UHcppiweyQU8CX6m9Ko, idnD3tYuYu-aPIub5dmYDKScO-Ad60cscUnIpvDr6ck, jClO-yCC93PiBFyTC7mGZlNPaJvM9a9Dby9blB0S0Fc, jb4QO1VddkP1ESTycUKqxFbYrNFgYeYWKoWwyIvZOUE, krrjV7-gEQBj1dVouLjzuJHBecXDRiYyYwPDkgYzzD4, lt2YRsHDRrICQrtTAyBW-qYuFnq6HjFNzcVmJiW9gic, pfjtpN6bXbizybhcxrAIzEydcCbZUWHBDu1onRoBZSs, q5VTJ12wR4rMR-R91mC4hz06knMpLaWevO4ogpzVpzk, rJBdSWlaOLhWIPOMSFQHMtMMdeu5BIGNayraI1aMibY, sHLjw16nwA13hbrqScxcdibw9hSitX1bqsWMFAIvR20, stB5edCKtyLKhXfEOMq_0NVZHSM3bUpMOEicHXP13Fk, t8nYlRvhyC69DtfCUXjC6f1P-Mi_9azOre18dxDzgxA, tB71kcUVJnffEQfs86-TZoBmdBlkAQ2MsbHea5MFDq8, vueA_Z72UpWecygPJy9S2lqBCp8ZEDmZ00OLxLagS-E, xIKh2FajQZxkUTa5zYXJshmv7XRpElBUChHyVCVxsJA, y2U1lGGwcgI2NO8kgQgpWKbnnbxOnlTBRaLZN2N2HNY, zBRWBl3GJQnjactxRnMsTkOZJ90rEb8QP1hMJNkG7x0, zVqI7IOGR97Vhn5emIC8tIjnmO0opxJygJX68EcDiXc",,,,,,,
[x],alertmanager-qa.corp.mongodb.com,3600,"52.17.102.212, 99.80.23.102","global.lb-b-qa.r53.aws.cloud-qa.mongodb.com, eu-west-1.lb-b-qa.r53.aws.cloud-qa.mongodb.com, us-east-1.lb-b-qa.r53.aws.cloud-qa.mongodb.com","{'name': 'r53.aws.cloud-qa.mongodb.com', 'ns': 'ns-153.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'r53.aws.cloud-qa.mongodb.com', 'ns': 'ns-153.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'r53.aws.cloud-qa.mongodb.com', 'ns': 'ns-153.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'r53.aws.cloud-qa.mongodb.com', 'ns': 'ns-153.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'r53.aws.cloud-qa.mongodb.com', 'ns': 'ns-153.awsdns-19.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
